victim_id,victim_name,gender,age,occupation,marital_status,income_group
V02045,Person_2045,Male,38,Student,Single,Middle
V02046,Person_2046,Male,46,Business,Single,Low
V02047,Person_2047,Male,59,Student,Single,Low
V02048,Person_2048,Female,44,Teacher,Single,Middle
V02049,Person_2049,Male,50,Lawyer,Married,Low
V02050,Person_2050,Male,72,Student,Single,Low
V02051,Person_2051,Male,54,Lawyer,Married,Low
V02052,Person_2052,Male,56,Lawyer,Single,Low
V02053,Person_2053,Male,25,Teacher,Single,Middle
V02054,Person_2054,Male,69,Doctor,Single,Low
V02055,Person_2055,Female,61,Business,Married,High
V02056,Person_2056,Male,48,Student,Married,Middle
V02057,Person_2057,Female,30,Doctor,Married,Middle
V02058,Person_2058,Male,19,Employee,Married,Middle
V02059,Person_2059,Male,65,Engineer,Single,Middle
V02060,Person_2060,Male,69,Engineer,Single,Low
V02061,Person_2061,Male,55,Teacher,Married,Low
V02062,Person_2062,Male,35,Doctor,Married,Low
V02063,Person_2063,Male,74,Doctor,Single,Middle
V02064,Person_2064,Female,28,Student,Single,Middle
V02065,Person_2065,Female,45,Lawyer,Single,Middle
V02066,Person_2066,Male,40,Employee,Single,Low
V02067,Person_2067,Male,67,Doctor,Married,Middle
V02068,Person_2068,Female,65,Student,Single,Low
V02069,Person_2069,Female,69,Employee,Single,Low
V02070,Person_2070,Female,53,Business,Single,High
V02071,Person_2071,Female,21,Employee,Married,Middle
V02072,Person_2072,Female,64,Teacher,Single,Middle
V02073,Person_2073,Female,70,Student,Married,Middle
V02074,Person_2074,Female,22,Teacher,Married,Middle
V02075,Person_2075,Male,58,Doctor,Married,Low
V02076,Person_2076,Female,49,Employee,Married,Low
V02077,Person_2077,Female,38,Engineer,Married,Middle
V02078,Person_2078,Male,50,Engineer,Single,Low
V02079,Person_2079,Female,60,Engineer,Single,Middle
V02080,Person_2080,Female,70,Employee,Single,Low
V02081,Person_2081,Male,36,Doctor,Married,Middle
V02082,Person_2082,Female,40,Engineer,Married,Middle
V02083,Person_2083,Male,34,Business,Single,Middle
V02084,Person_2084,Male,31,Business,Married,Low
V02085,Person_2085,Male,27,Teacher,Married,Low
V02086,Person_2086,Male,25,Student,Single,Middle
V02087,Person_2087,Male,70,Lawyer,Married,Middle
V02088,Person_2088,Female,46,Business,Single,Middle
V02089,Person_2089,Male,67,Doctor,Single,Middle
V02090,Person_2090,Male,41,Employee,Married,Middle
V02091,Person_2091,Female,26,Student,Married,Middle
V02092,Person_2092,Male,41,Doctor,Married,Middle
V02093,Person_2093,Female,44,Student,Single,High
V02094,Person_2094,Male,54,Engineer,Married,Middle
V02095,Person_2095,Female,36,Lawyer,Single,Low
V02096,Person_2096,Male,26,Employee,Married,Middle
V02097,Person_2097,Male,52,Teacher,Married,Low
V02098,Person_2098,Female,66,Doctor,Single,Middle
V02099,Person_2099,Male,72,Teacher,Single,Middle
V02100,Person_2100,Male,23,Student,Married,Middle
V02101,Person_2101,Male,66,Lawyer,Married,Middle
V02102,Person_2102,Female,24,Doctor,Single,Middle
V02103,Person_2103,Male,54,Doctor,Single,Low
V02104,Person_2104,Male,47,Lawyer,Married,Middle
V02105,Person_2105,Female,40,Business,Married,Low
V02106,Person_2106,Male,63,Business,Single,Middle
V02107,Person_2107,Male,49,Student,Married,Low
V02108,Person_2108,Male,74,Business,Married,Low
V02109,Person_2109,Male,38,Lawyer,Married,Middle
V02110,Person_2110,Male,27,Teacher,Single,High
V02111,Person_2111,Male,57,Teacher,Married,Middle
V02112,Person_2112,Female,27,Engineer,Single,Middle
V02113,Person_2113,Female,59,Engineer,Single,Low
V02114,Person_2114,Male,24,Engineer,Married,Low
V02115,Person_2115,Female,27,Business,Single,Middle
V02116,Person_2116,Male,60,Lawyer,Married,Middle
V02117,Person_2117,Male,61,Business,Single,Low
V02118,Person_2118,Male,47,Business,Single,Middle
V02119,Person_2119,Female,58,Business,Single,Middle
V02120,Person_2120,Female,31,Student,Single,Middle
V02121,Person_2121,Male,73,Lawyer,Single,Low
V02122,Person_2122,Female,47,Employee,Single,Low
V02123,Person_2123,Female,40,Business,Single,Low
V02124,Person_2124,Male,24,Student,Married,Low
V02125,Person_2125,Male,34,Teacher,Married,Low
V02126,Person_2126,Male,25,Employee,Married,High
V02127,Person_2127,Female,37,Student,Married,High
V02128,Person_2128,Male,42,Employee,Single,High
V02129,Person_2129,Female,42,Business,Married,Middle
V02130,Person_2130,Male,42,Student,Single,Low
V02131,Person_2131,Female,21,Doctor,Single,Middle
V02132,Person_2132,Female,27,Engineer,Single,Middle
V02133,Person_2133,Male,57,Business,Single,High
V02134,Person_2134,Female,65,Student,Married,High
V02135,Person_2135,Female,38,Business,Married,Middle
V02136,Person_2136,Female,36,Lawyer,Single,Middle
V02137,Person_2137,Female,51,Teacher,Married,Middle
V02138,Person_2138,Female,55,Teacher,Single,Low
V02139,Person_2139,Male,18,Teacher,Single,Low
V02140,Person_2140,Male,70,Teacher,Married,Middle
V02141,Person_2141,Male,74,Lawyer,Single,Low
V02142,Person_2142,Male,35,Student,Married,Low
V02143,Person_2143,Female,42,Engineer,Married,Low
V02144,Person_2144,Male,61,Business,Married,Low
V02145,Person_2145,Female,74,Engineer,Married,Middle
V02146,Person_2146,Female,42,Engineer,Married,Low
V02147,Person_2147,Female,67,Engineer,Single,Middle
V02148,Person_2148,Male,42,Employee,Married,Middle
V02149,Person_2149,Male,26,Student,Single,Low
V02150,Person_2150,Male,26,Business,Single,Low
V02151,Person_2151,Female,57,Employee,Single,High
V02152,Person_2152,Female,40,Student,Single,High
V02153,Person_2153,Female,74,Employee,Married,Middle
V02154,Person_2154,Male,55,Employee,Married,Low
V02155,Person_2155,Male,20,Student,Single,Low
V02156,Person_2156,Female,40,Engineer,Married,Low
V02157,Person_2157,Male,50,Engineer,Single,Middle
V02158,Person_2158,Female,21,Teacher,Single,Middle
V02159,Person_2159,Female,22,Lawyer,Married,Low
V02160,Person_2160,Female,48,Teacher,Single,Low
V02161,Person_2161,Male,46,Student,Married,Low
V02162,Person_2162,Male,55,Employee,Single,Middle
V02163,Person_2163,Female,64,Student,Single,High
V02164,Person_2164,Female,23,Lawyer,Married,Low
V02165,Person_2165,Male,50,Business,Married,Low
V02166,Person_2166,Female,51,Teacher,Single,Middle
V02167,Person_2167,Male,67,Teacher,Married,Middle
V02168,Person_2168,Female,36,Student,Single,Low
V02169,Person_2169,Male,38,Lawyer,Married,Middle
V02170,Person_2170,Male,65,Business,Married,Low
V02171,Person_2171,Male,50,Engineer,Single,Low
V02172,Person_2172,Male,25,Doctor,Single,High
V02173,Person_2173,Male,43,Business,Single,Middle
V02174,Person_2174,Female,40,Student,Single,Middle
V02175,Person_2175,Male,31,Lawyer,Married,High
V02176,Person_2176,Female,22,Teacher,Single,Middle
V02177,Person_2177,Male,39,Employee,Single,High
V02178,Person_2178,Female,40,Employee,Married,Low
V02179,Person_2179,Male,63,Engineer,Married,Middle
V02180,Person_2180,Male,54,Student,Single,Low
V02181,Person_2181,Female,33,Teacher,Married,High
V02182,Person_2182,Male,56,Student,Single,Low
V02183,Person_2183,Female,64,Business,Single,Middle
V02184,Person_2184,Female,65,Doctor,Married,High
V02185,Person_2185,Female,43,Doctor,Single,Middle
V02186,Person_2186,Female,44,Business,Married,Middle
V02187,Person_2187,Male,25,Lawyer,Single,Middle
V02188,Person_2188,Female,51,Engineer,Single,Low
V02189,Person_2189,Female,61,Teacher,Single,Low
V02190,Person_2190,Male,46,Teacher,Single,Low
V02191,Person_2191,Male,59,Lawyer,Married,Low
V02192,Person_2192,Female,50,Engineer,Married,Low
V02193,Person_2193,Female,57,Student,Single,Low
V02194,Person_2194,Male,19,Engineer,Single,High
V02195,Person_2195,Female,44,Engineer,Single,Middle
V02196,Person_2196,Female,19,Engineer,Married,Low
V02197,Person_2197,Male,61,Employee,Married,Middle
V02198,Person_2198,Female,41,Teacher,Single,High
V02199,Person_2199,Male,72,Lawyer,Single,Low
V02200,Person_2200,Male,34,Doctor,Single,High
V02201,Person_2201,Female,60,Student,Married,Low
V02202,Person_2202,Male,34,Employee,Married,Low
V02203,Person_2203,Male,44,Lawyer,Single,High
V02204,Person_2204,Female,44,Business,Single,High
V02205,Person_2205,Female,32,Student,Married,Low
V02206,Person_2206,Female,37,Engineer,Single,Middle
V02207,Person_2207,Female,74,Business,Single,Middle
V02208,Person_2208,Female,50,Employee,Single,Middle
V02209,Person_2209,Female,72,Business,Married,Middle
V02210,Person_2210,Male,37,Employee,Married,High
V02211,Person_2211,Female,50,Business,Single,Middle
V02212,Person_2212,Female,58,Student,Married,High
V02213,Person_2213,Male,71,Business,Single,Low
V02214,Person_2214,Male,72,Employee,Single,Middle
V02215,Person_2215,Male,60,Doctor,Single,Middle
V02216,Person_2216,Female,73,Engineer,Single,Middle
V02217,Person_2217,Female,73,Doctor,Married,Low
V02218,Person_2218,Male,71,Doctor,Single,Middle
V02219,Person_2219,Female,73,Lawyer,Single,Middle
V02220,Person_2220,Male,30,Business,Married,Low
V02221,Person_2221,Female,28,Student,Married,Low
V02222,Person_2222,Female,46,Doctor,Married,Middle
V02223,Person_2223,Male,18,Engineer,Married,Low
V02224,Person_2224,Female,20,Employee,Single,Low
V02225,Person_2225,Female,42,Lawyer,Married,Middle
V02226,Person_2226,Male,53,Lawyer,Single,Low
V02227,Person_2227,Female,65,Student,Single,Low
V02228,Person_2228,Female,66,Employee,Married,Low
V02229,Person_2229,Male,47,Engineer,Married,High
V02230,Person_2230,Male,63,Teacher,Married,High
V02231,Person_2231,Female,36,Lawyer,Single,High
V02232,Person_2232,Male,52,Doctor,Single,Middle
V02233,Person_2233,Female,74,Lawyer,Single,Middle
V02234,Person_2234,Female,33,Employee,Single,Middle
V02235,Person_2235,Female,62,Teacher,Single,Low
V02236,Person_2236,Male,38,Teacher,Married,Middle
V02237,Person_2237,Male,34,Teacher,Single,Middle
V02238,Person_2238,Male,18,Teacher,Married,Low
V02239,Person_2239,Male,65,Employee,Single,High
V02240,Person_2240,Female,52,Lawyer,Married,Low
V02241,Person_2241,Female,66,Business,Single,Low
V02242,Person_2242,Male,37,Business,Single,High
V02243,Person_2243,Male,51,Student,Married,Low
V02244,Person_2244,Male,67,Employee,Single,Low
V02245,Person_2245,Male,33,Employee,Single,Middle
V02246,Person_2246,Female,67,Doctor,Single,Middle
V02247,Person_2247,Male,32,Doctor,Married,Middle
V02248,Person_2248,Female,69,Teacher,Married,Low
V02249,Person_2249,Male,40,Business,Single,Middle
V02250,Person_2250,Male,41,Student,Married,Low
V02251,Person_2251,Female,32,Lawyer,Single,Middle
V02252,Person_2252,Female,41,Student,Married,Middle
V02253,Person_2253,Female,42,Employee,Married,Middle
V02254,Person_2254,Female,64,Employee,Single,Middle
V02255,Person_2255,Female,59,Employee,Single,Low
V02256,Person_2256,Male,18,Business,Single,Low
V02257,Person_2257,Female,45,Teacher,Married,Low
V02258,Person_2258,Female,64,Student,Single,Low
V02259,Person_2259,Female,35,Doctor,Single,High
V02260,Person_2260,Male,30,Lawyer,Single,Middle
V02261,Person_2261,Male,28,Engineer,Single,Low
V02262,Person_2262,Male,37,Employee,Married,Middle
V02263,Person_2263,Female,27,Employee,Married,Low
V02264,Person_2264,Female,69,Engineer,Married,Middle
V02265,Person_2265,Male,67,Business,Married,Middle
V02266,Person_2266,Male,56,Teacher,Single,Low
V02267,Person_2267,Male,34,Employee,Married,Low
V02268,Person_2268,Female,26,Teacher,Single,Middle
V02269,Person_2269,Male,27,Business,Married,Low
V02270,Person_2270,Female,29,Doctor,Single,Low
V02271,Person_2271,Female,35,Lawyer,Single,Low
V02272,Person_2272,Male,36,Engineer,Married,Low
V02273,Person_2273,Female,71,Engineer,Married,Middle
V02274,Person_2274,Male,73,Employee,Single,Middle
V02275,Person_2275,Female,21,Doctor,Married,Low
V02276,Person_2276,Female,59,Teacher,Single,Middle
V02277,Person_2277,Female,23,Business,Single,Middle
V02278,Person_2278,Male,26,Engineer,Married,Low
V02279,Person_2279,Female,21,Doctor,Married,Middle
V02280,Person_2280,Male,52,Lawyer,Single,Low
V02281,Person_2281,Male,64,Teacher,Single,Middle
V02282,Person_2282,Male,53,Teacher,Married,Middle
V02283,Person_2283,Male,64,Business,Single,Low
V02284,Person_2284,Female,20,Student,Single,Low
V02285,Person_2285,Male,60,Teacher,Single,Low
V02286,Person_2286,Male,62,Employee,Single,Middle
V02287,Person_2287,Male,42,Engineer,Married,Low
V02288,Person_2288,Female,25,Employee,Single,Low
V02289,Person_2289,Female,24,Business,Married,High
V02290,Person_2290,Male,27,Doctor,Single,Middle
V02291,Person_2291,Female,35,Employee,Single,High
V02292,Person_2292,Female,52,Student,Married,Low
V02293,Person_2293,Female,70,Business,Married,Low
V02294,Person_2294,Male,47,Employee,Single,Middle
V02295,Person_2295,Female,60,Doctor,Married,Middle
V02296,Person_2296,Female,25,Lawyer,Single,Low
V02297,Person_2297,Male,28,Student,Single,Middle
V02298,Person_2298,Female,42,Teacher,Single,Middle
V02299,Person_2299,Female,40,Student,Married,Low
V02300,Person_2300,Female,46,Lawyer,Married,Low
V02301,Person_2301,Female,47,Teacher,Married,Middle
V02302,Person_2302,Female,27,Lawyer,Single,Low
V02303,Person_2303,Male,24,Business,Married,Low
V02304,Person_2304,Female,71,Business,Single,Middle
V02305,Person_2305,Male,34,Doctor,Single,Low
V02306,Person_2306,Female,44,Business,Married,Middle
V02307,Person_2307,Male,27,Business,Married,Low
V02308,Person_2308,Male,69,Teacher,Single,Low
V02309,Person_2309,Female,54,Student,Married,Middle
V02310,Person_2310,Male,51,Lawyer,Married,Middle
V02311,Person_2311,Female,24,Doctor,Single,Low
V02312,Person_2312,Male,65,Employee,Single,Low
V02313,Person_2313,Male,47,Business,Married,Middle
V02314,Person_2314,Female,33,Doctor,Single,Low
V02315,Person_2315,Female,36,Student,Married,Middle
V02316,Person_2316,Female,45,Employee,Married,Low
V02317,Person_2317,Male,41,Business,Single,High
V02318,Person_2318,Male,55,Student,Married,High
V02319,Person_2319,Female,19,Lawyer,Single,High
V02320,Person_2320,Female,66,Doctor,Married,Low
V02321,Person_2321,Male,47,Teacher,Single,High
V02322,Person_2322,Female,40,Business,Single,Middle
V02323,Person_2323,Male,43,Business,Single,Middle
V02324,Person_2324,Female,66,Engineer,Married,Middle
V02325,Person_2325,Male,24,Business,Married,Low
V02326,Person_2326,Female,28,Teacher,Single,Low
V02327,Person_2327,Male,65,Lawyer,Married,Low
V02328,Person_2328,Male,42,Doctor,Married,High
V02329,Person_2329,Female,18,Employee,Married,High
V02330,Person_2330,Female,71,Teacher,Single,Middle
V02331,Person_2331,Male,24,Engineer,Married,High
V02332,Person_2332,Female,31,Student,Married,High
V02333,Person_2333,Male,53,Engineer,Married,Middle
V02334,Person_2334,Male,52,Engineer,Married,Middle
V02335,Person_2335,Male,36,Teacher,Single,Middle
V02336,Person_2336,Male,50,Business,Married,Low
V02337,Person_2337,Female,38,Doctor,Single,Low
V02338,Person_2338,Female,27,Employee,Married,High
V02339,Person_2339,Male,54,Teacher,Single,High
V02340,Person_2340,Male,47,Employee,Single,Low
V02341,Person_2341,Male,69,Student,Married,Low
V02342,Person_2342,Female,57,Student,Single,Low
V02343,Person_2343,Female,68,Engineer,Married,Low
V02344,Person_2344,Female,34,Doctor,Single,Middle
V02345,Person_2345,Female,56,Employee,Single,Middle
V02346,Person_2346,Female,37,Teacher,Married,Middle
V02347,Person_2347,Male,18,Teacher,Single,High
V02348,Person_2348,Female,33,Doctor,Married,Middle
V02349,Person_2349,Male,36,Student,Single,High
V02350,Person_2350,Male,38,Student,Married,Low
V02351,Person_2351,Male,67,Teacher,Married,Middle
V02352,Person_2352,Female,72,Business,Single,Low
V02353,Person_2353,Male,37,Teacher,Single,High
V02354,Person_2354,Male,34,Business,Single,Low
V02355,Person_2355,Male,56,Engineer,Married,Middle
V02356,Person_2356,Female,58,Engineer,Married,Low
V02357,Person_2357,Female,52,Engineer,Married,Middle
V02358,Person_2358,Male,19,Business,Married,Middle
V02359,Person_2359,Male,48,Business,Single,Low
V02360,Person_2360,Male,25,Engineer,Married,Low
V02361,Person_2361,Male,44,Lawyer,Single,Middle
V02362,Person_2362,Female,56,Teacher,Single,Low
V02363,Person_2363,Female,30,Student,Married,High
V02364,Person_2364,Female,20,Student,Married,Middle
V02365,Person_2365,Female,52,Engineer,Single,Low
V02366,Person_2366,Male,52,Employee,Married,Low
V02367,Person_2367,Male,45,Lawyer,Single,Middle
V02368,Person_2368,Male,70,Teacher,Single,High
V02369,Person_2369,Male,52,Engineer,Single,Middle
V02370,Person_2370,Female,23,Engineer,Single,Middle
V02371,Person_2371,Female,59,Employee,Single,Middle
V02372,Person_2372,Female,66,Teacher,Single,Low
V02373,Person_2373,Male,47,Employee,Single,Middle
V02374,Person_2374,Male,29,Lawyer,Married,High
V02375,Person_2375,Male,67,Student,Married,Middle
V02376,Person_2376,Male,34,Doctor,Single,Low
V02377,Person_2377,Male,30,Student,Married,Low
V02378,Person_2378,Male,62,Teacher,Single,High
V02379,Person_2379,Female,54,Business,Married,High
V02380,Person_2380,Female,66,Student,Single,Low
V02381,Person_2381,Male,65,Employee,Single,Middle
V02382,Person_2382,Female,21,Doctor,Single,High
V02383,Person_2383,Female,37,Teacher,Married,Low
V02384,Person_2384,Male,65,Doctor,Married,High
V02385,Person_2385,Female,61,Employee,Single,Low
V02386,Person_2386,Female,48,Doctor,Single,High
V02387,Person_2387,Female,42,Employee,Married,Middle
V02388,Person_2388,Female,61,Employee,Single,Middle
V02389,Person_2389,Female,73,Doctor,Married,Low
V02390,Person_2390,Male,25,Business,Single,High
V02391,Person_2391,Male,68,Teacher,Single,Middle
V02392,Person_2392,Male,46,Employee,Single,High
V02393,Person_2393,Female,71,Lawyer,Married,Low
V02394,Person_2394,Male,33,Engineer,Married,Low
V02395,Person_2395,Male,56,Doctor,Married,Middle
V02396,Person_2396,Female,41,Lawyer,Single,Low
V02397,Person_2397,Male,27,Student,Married,High
V02398,Person_2398,Male,64,Teacher,Single,Middle
V02399,Person_2399,Male,35,Lawyer,Single,Low
V02400,Person_2400,Male,47,Teacher,Married,Middle
V02401,Person_2401,Female,28,Doctor,Single,Middle
V02402,Person_2402,Male,54,Lawyer,Single,Low
V02403,Person_2403,Female,70,Teacher,Single,Middle
V02404,Person_2404,Female,35,Lawyer,Married,Middle
V02405,Person_2405,Male,69,Business,Single,High
V02406,Person_2406,Male,46,Teacher,Single,Low
V02407,Person_2407,Male,73,Business,Married,Middle
V02408,Person_2408,Male,48,Teacher,Single,Low
V02409,Person_2409,Female,29,Business,Single,Low
V02410,Person_2410,Male,58,Teacher,Single,Low
V02411,Person_2411,Male,64,Employee,Married,Middle
V02412,Person_2412,Female,40,Engineer,Single,Middle
V02413,Person_2413,Male,21,Teacher,Married,High
V02414,Person_2414,Female,73,Doctor,Single,Low
V02415,Person_2415,Male,68,Business,Married,Low
V02416,Person_2416,Male,29,Business,Married,Middle
V02417,Person_2417,Female,30,Lawyer,Married,High
V02418,Person_2418,Male,24,Student,Married,Low
V02419,Person_2419,Female,70,Student,Married,Middle
V02420,Person_2420,Female,66,Business,Married,Low
V02421,Person_2421,Female,21,Employee,Married,High
V02422,Person_2422,Male,59,Teacher,Single,High
V02423,Person_2423,Female,41,Student,Single,High
V02424,Person_2424,Female,64,Lawyer,Married,Low
V02425,Person_2425,Female,64,Doctor,Single,Low
V02426,Person_2426,Female,53,Student,Married,Middle
V02427,Person_2427,Female,55,Employee,Married,Middle
V02428,Person_2428,Male,18,Student,Married,Low
V02429,Person_2429,Male,31,Student,Married,Middle
V02430,Person_2430,Male,43,Employee,Single,Low
V02431,Person_2431,Male,53,Lawyer,Married,Low
V02432,Person_2432,Male,54,Business,Single,High
V02433,Person_2433,Female,40,Doctor,Single,Low
V02434,Person_2434,Female,58,Business,Married,Low
V02435,Person_2435,Male,43,Lawyer,Married,Low
V02436,Person_2436,Male,62,Employee,Married,Middle
V02437,Person_2437,Male,47,Doctor,Married,Low
V02438,Person_2438,Male,37,Business,Single,Low
V02439,Person_2439,Female,39,Doctor,Married,Low
V02440,Person_2440,Female,37,Lawyer,Single,Low
V02441,Person_2441,Female,36,Doctor,Single,High
V02442,Person_2442,Male,27,Doctor,Single,Middle
V02443,Person_2443,Male,36,Engineer,Single,Low
V02444,Person_2444,Male,62,Engineer,Married,Middle
V02445,Person_2445,Female,21,Doctor,Married,Low
V02446,Person_2446,Male,62,Student,Single,Middle
V02447,Person_2447,Female,74,Doctor,Single,Low
V02448,Person_2448,Female,39,Engineer,Single,Middle
V02449,Person_2449,Male,56,Lawyer,Single,Middle
V02450,Person_2450,Male,48,Engineer,Married,Low
V02451,Person_2451,Male,19,Student,Married,Middle
V02452,Person_2452,Male,65,Doctor,Single,Low
V02453,Person_2453,Male,25,Business,Married,Middle
V02454,Person_2454,Male,44,Teacher,Single,Middle
V02455,Person_2455,Female,61,Student,Married,Low
V02456,Person_2456,Female,74,Business,Single,Low
V02457,Person_2457,Female,24,Teacher,Single,Middle
V02458,Person_2458,Male,68,Business,Married,Low
V02459,Person_2459,Male,36,Student,Single,Low
V02460,Person_2460,Male,41,Business,Single,Low
V02461,Person_2461,Male,65,Lawyer,Single,High
V02462,Person_2462,Male,57,Student,Single,Middle
V02463,Person_2463,Male,38,Business,Married,Low
V02464,Person_2464,Female,28,Student,Single,High
V02465,Person_2465,Female,20,Student,Single,Middle
V02466,Person_2466,Male,27,Teacher,Married,Low
V02467,Person_2467,Female,18,Teacher,Single,Low
V02468,Person_2468,Female,39,Doctor,Single,High
V02469,Person_2469,Male,65,Business,Married,Middle
V02470,Person_2470,Female,28,Employee,Single,Low
V02471,Person_2471,Female,60,Doctor,Married,Low
V02472,Person_2472,Female,29,Student,Single,Middle
V02473,Person_2473,Male,21,Employee,Single,Middle
V02474,Person_2474,Male,25,Employee,Married,High
V02475,Person_2475,Male,29,Employee,Married,High
V02476,Person_2476,Male,44,Engineer,Married,High
V02477,Person_2477,Male,22,Teacher,Married,Low
V02478,Person_2478,Male,25,Teacher,Single,High
V02479,Person_2479,Male,37,Engineer,Married,Low
V02480,Person_2480,Female,61,Business,Married,Low
V02481,Person_2481,Male,50,Student,Single,Middle
V02482,Person_2482,Male,40,Teacher,Married,High
V02483,Person_2483,Female,44,Doctor,Married,Middle
V02484,Person_2484,Female,74,Doctor,Married,Middle
V02485,Person_2485,Female,54,Teacher,Single,Low
V02486,Person_2486,Male,57,Business,Married,Middle
V02487,Person_2487,Male,19,Teacher,Single,Middle
V02488,Person_2488,Male,27,Lawyer,Married,Middle
V02489,Person_2489,Female,25,Lawyer,Single,Middle
V02490,Person_2490,Male,48,Employee,Single,Middle
V02491,Person_2491,Male,49,Lawyer,Single,Middle
V02492,Person_2492,Female,43,Engineer,Married,Middle
V02493,Person_2493,Female,55,Student,Single,Low
V02494,Person_2494,Male,35,Business,Married,Low
V02495,Person_2495,Female,54,Engineer,Married,Middle
V02496,Person_2496,Female,31,Engineer,Married,Low
V02497,Person_2497,Female,57,Teacher,Single,Middle
V02498,Person_2498,Male,43,Employee,Single,Low
V02499,Person_2499,Female,34,Business,Married,Low
V02500,Person_2500,Male,50,Teacher,Single,Low
V02501,Person_2501,Male,26,Student,Married,Low
V02502,Person_2502,Female,26,Doctor,Single,Low
V02503,Person_2503,Male,74,Doctor,Married,High
V02504,Person_2504,Female,74,Business,Single,Low
V02505,Person_2505,Female,30,Teacher,Single,Low
V02506,Person_2506,Female,74,Employee,Single,Low
V02507,Person_2507,Female,30,Lawyer,Single,Middle
V02508,Person_2508,Female,27,Engineer,Single,Low
V02509,Person_2509,Female,49,Employee,Single,Low
V02510,Person_2510,Female,46,Lawyer,Single,Low
V02511,Person_2511,Female,22,Engineer,Single,Middle
V02512,Person_2512,Male,57,Teacher,Single,Middle
V02513,Person_2513,Male,42,Teacher,Single,Low
V02514,Person_2514,Female,68,Business,Single,High
V02515,Person_2515,Female,32,Doctor,Single,Middle
V02516,Person_2516,Male,60,Engineer,Married,Middle
V02517,Person_2517,Male,33,Student,Single,Low
V02518,Person_2518,Male,58,Business,Married,High
V02519,Person_2519,Female,32,Student,Single,Low
V02520,Person_2520,Female,65,Teacher,Married,Middle
V02521,Person_2521,Male,64,Lawyer,Single,Low
V02522,Person_2522,Male,47,Teacher,Married,Middle
V02523,Person_2523,Male,42,Lawyer,Married,Low
V02524,Person_2524,Female,31,Lawyer,Single,Low
V02525,Person_2525,Male,56,Student,Single,High
V02526,Person_2526,Male,64,Lawyer,Single,Low
V02527,Person_2527,Female,58,Doctor,Single,Low
V02528,Person_2528,Male,20,Student,Married,Middle
V02529,Person_2529,Male,46,Engineer,Single,Low
V02530,Person_2530,Male,34,Doctor,Single,Middle
V02531,Person_2531,Female,65,Business,Married,Low
V02532,Person_2532,Female,24,Doctor,Married,Middle
V02533,Person_2533,Female,66,Teacher,Single,High
V02534,Person_2534,Female,51,Lawyer,Married,Middle
V02535,Person_2535,Female,54,Business,Married,High
V02536,Person_2536,Female,37,Lawyer,Married,Low
V02537,Person_2537,Male,70,Engineer,Married,High
V02538,Person_2538,Female,60,Teacher,Single,Middle
V02539,Person_2539,Female,19,Student,Married,Middle
V02540,Person_2540,Male,48,Business,Single,Middle
V02541,Person_2541,Male,28,Employee,Married,Middle
V02542,Person_2542,Female,38,Teacher,Married,Middle
V02543,Person_2543,Female,68,Business,Single,Low
V02544,Person_2544,Female,18,Student,Married,Middle
V02545,Person_2545,Female,71,Lawyer,Married,Low
V02546,Person_2546,Female,42,Doctor,Married,Low
V02547,Person_2547,Female,60,Business,Single,High
V02548,Person_2548,Female,65,Teacher,Single,Low
V02549,Person_2549,Male,46,Teacher,Married,Middle
V02550,Person_2550,Female,50,Employee,Married,Low
V02551,Person_2551,Male,46,Lawyer,Married,Low
V02552,Person_2552,Female,68,Lawyer,Single,High
V02553,Person_2553,Male,20,Lawyer,Single,Low
V02554,Person_2554,Male,55,Teacher,Single,Middle
V02555,Person_2555,Male,20,Doctor,Single,Low
V02556,Person_2556,Male,42,Doctor,Married,High
V02557,Person_2557,Female,39,Doctor,Married,Middle
V02558,Person_2558,Female,67,Teacher,Single,Low
V02559,Person_2559,Female,41,Employee,Married,High
V02560,Person_2560,Male,27,Business,Single,Low
V02561,Person_2561,Female,21,Engineer,Single,High
V02562,Person_2562,Male,62,Lawyer,Single,Middle
V02563,Person_2563,Male,61,Business,Single,Low
V02564,Person_2564,Female,39,Student,Married,Low
V02565,Person_2565,Female,20,Business,Married,Low
V02566,Person_2566,Female,32,Student,Single,High
V02567,Person_2567,Female,41,Doctor,Single,Low
V02568,Person_2568,Female,20,Engineer,Single,Low
V02569,Person_2569,Female,29,Lawyer,Married,Middle
V02570,Person_2570,Male,43,Teacher,Married,Middle
V02571,Person_2571,Male,53,Employee,Married,Middle
V02572,Person_2572,Male,43,Teacher,Single,Low
V02573,Person_2573,Male,31,Teacher,Married,Middle
V02574,Person_2574,Female,18,Employee,Married,Low
V02575,Person_2575,Female,38,Business,Single,Low
V02576,Person_2576,Female,39,Teacher,Married,Middle
V02577,Person_2577,Female,27,Student,Single,Low
V02578,Person_2578,Female,25,Doctor,Married,High
V02579,Person_2579,Female,38,Business,Married,Middle
V02580,Person_2580,Male,73,Engineer,Single,Middle
V02581,Person_2581,Female,67,Lawyer,Married,Low
V02582,Person_2582,Male,36,Lawyer,Married,Middle
V02583,Person_2583,Male,21,Teacher,Married,Middle
V02584,Person_2584,Female,49,Student,Married,Low
V02585,Person_2585,Female,56,Business,Married,Middle
V02586,Person_2586,Female,55,Employee,Single,Low
V02587,Person_2587,Female,56,Teacher,Married,Middle
V02588,Person_2588,Female,66,Doctor,Single,High
V02589,Person_2589,Female,70,Teacher,Single,Middle
